antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'SOUP', 'FLUID MILK PRODUCTS', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03148554527239767,0.2938650892090449,0.02413891804217155,0.7666666666666667,2.608906926406927,1.0,0.014886415471902986,3.02629247481838,0.6367460048913579,0.08013937282229966,0.6695626717110301,0.42440476190476195
"frozenset({'FLUID MILK PRODUCTS', 'CRACKERS/MISC BKD FD', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03224883121839519,0.2938650892090449,0.02471138250166969,0.7662721893491125,2.6075645508337817,1.0,0.015234576838788554,3.0211848081942136,0.637044320274134,0.08198797087685979,0.6690040287215305,0.4251815492200108
"frozenset({'FLUID MILK PRODUCTS', 'CHEESE', 'VEGETABLES - SHELF STABLE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.032344241961644885,0.2938650892090449,0.02471138250166969,0.7640117994100295,2.5998726200053635,1.0,0.015206538952211981,2.9922466844766724,0.6359345936352444,0.08196202531645572,0.6658029549542654,0.4240513542504693
"frozenset({'FLUID MILK PRODUCTS', 'BAG SNACKS', 'EGGS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.027478294055910697,0.2938650892090449,0.020990363514931783,0.763888888888889,2.5994543650793656,1.0,0.012915452180879217,2.9906890339381635,0.6326891003629943,0.06988564167725542,0.6656288939933043,0.4176587301587302
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'SOFT DRINKS', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.032725884934643644,0.3322202079954203,0.024997614731418757,0.7638483965014576,2.299223160175697,1.0,0.014125414431597254,2.8277588723156883,0.5841885792852528,0.07353353915239966,0.6463630581128414,0.4195462545402176
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'SOFT DRINKS', 'EGGS'})",frozenset({'FLUID MILK PRODUCTS'}),0.03263047419139395,0.3322202079954203,0.02490220398816907,0.7631578947368421,2.2971447141691104,1.0,0.014061701065314977,2.8195146773526703,0.58372416513905,0.07325287678922256,0.6453290319669728,0.41905740802321717
"frozenset({'FROZEN PIZZA', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.027382883312661005,0.3322202079954203,0.02089495277168209,0.7630662020905924,2.2968687145638995,1.0,0.011797805582035529,2.8184235339016825,0.5805209976680705,0.061690140845070414,0.6451917222619659,0.41298054504299864
"frozenset({'EGGS', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.03301211716439271,0.3322202079954203,0.025188436217918136,0.7630057803468209,2.2966868419916797,1.0,0.014221143787194407,2.817704976019325,0.5838647949649429,0.07407407407407407,0.6451012407222503,0.41941213773228464
"frozenset({'FLUID MILK PRODUCTS', 'SOFT DRINKS', 'LUNCHMEAT'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.028050758515408836,0.2938650892090449,0.021372006487930542,0.761904761904762,2.592702535559679,1.0,0.013128867834418549,2.9657666253220123,0.6320310199273586,0.07111111111111111,0.6628190527663572,0.41731601731601736
"frozenset({'FLUID MILK PRODUCTS', 'BEEF', 'BAG SNACKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03396622459688961,0.2938650892090449,0.025856311420665967,0.7612359550561798,2.5904266379687733,1.0,0.015874823799406544,2.9574591557832948,0.6355504532823105,0.08562401263823065,0.6618719152741278,0.4246114840215964
"frozenset({'FLUID MILK PRODUCTS', 'HOT DOGS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.030340616353401392,0.2938650892090449,0.02308939986642496,0.7610062893081762,2.589645103324349,1.0,0.014173351935075252,2.954617126730576,0.6330539479216051,0.07667934093789606,0.6615466718334001,0.4197888589398024
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'CHEESE', 'EGGS'})",frozenset({'FLUID MILK PRODUCTS'}),0.037782654326877205,0.3322202079954203,0.028718633718156663,0.76010101010101,2.2879433333913517,1.0,0.01616647243906245,2.7835873435138265,0.5850302330522782,0.0841487279843444,0.6407513483167148,0.4232727910930093
"frozenset({'TROPICAL FRUIT', 'EGGS'})",frozenset({'FLUID MILK PRODUCTS'}),0.037401011353878445,0.3322202079954203,0.028336990745157904,0.7576530612244898,2.2805748807277078,1.0,0.015911618973933332,2.7554702996399505,0.583331247519968,0.08303047246295778,0.6370855457485181,0.4214744341159784
"frozenset({'FLUID MILK PRODUCTS', 'FROZEN PIZZA', 'BAG SNACKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.027478294055910697,0.2938650892090449,0.020799542028432403,0.7569444444444444,2.575822961760462,1.0,0.012724630694379837,2.9052407758256438,0.6290600583058891,0.06920634920634923,0.6557944496989896,0.4138618326118326
"frozenset({'DELI MEATS', 'SOFT DRINKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.035588207232134336,0.2938650892090449,0.026905829596412557,0.7560321715817695,2.572718568294976,1.0,0.016447697903351426,2.8943771618134764,0.6338641957637657,0.08893093661305583,0.654502525381506,0.42379530657010556
"frozenset({'FLUID MILK PRODUCTS', 'BAG SNACKS', 'COLD CEREAL'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.028146169258658524,0.2938650892090449,0.02127659574468085,0.7559322033898305,2.572378384327537,1.0,0.013005419204592287,2.8931916483796076,0.6289574453285484,0.070748730964467,0.6543609544289708,0.4141674003962139
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'TROPICAL FRUIT', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.026810418853162866,0.3322202079954203,0.02022707756893426,0.7544483985765124,2.2709286804940914,1.0,0.011320114641092156,2.7195090080186497,0.5750693673695892,0.059701492537313425,0.6322865645778577,0.4076664738431097
"frozenset({'CHEESE', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.05047228317908597,0.3322202079954203,0.038068886556626276,0.7542533081285444,2.2703414481606186,1.0,0.021300974140866583,2.717350076695559,0.5892799220720611,0.11046511627906976,0.6319944167017109,0.43442131230666164
"frozenset({'BEEF', 'BAG SNACKS', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03415704608338899,0.2938650892090449,0.025760900677416276,0.7541899441340782,2.5664496118406737,1.0,0.015723337283003715,2.8726852052632044,0.6319419290870443,0.08522727272727272,0.6518936365990101,0.42092614089820796
"frozenset({'DRY BN/VEG/POTATO/RICE', 'BEEF'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.029863562637152945,0.2938650892090449,0.02251693540692682,0.7539936102236422,2.565781502842206,1.0,0.01374107690845997,2.870392559448948,0.629040592620251,0.07475451377890403,0.6516155963726514,0.4153084934235094
"frozenset({'COLD CEREAL', 'REFRGRATD JUICES/DRNKS'})",frozenset({'FLUID MILK PRODUCTS'}),0.028241580001908215,0.3322202079954203,0.02127659574468085,0.7533783783783784,2.2677078643836253,1.0,0.0118941721623276,2.7077098415528167,0.5752727016561329,0.06272855133614626,0.6306842097133568,0.4087110157256625
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'TROPICAL FRUIT', 'CHEESE'})",frozenset({'FLUID MILK PRODUCTS'}),0.034920332029386505,0.3322202079954203,0.026237954393664727,0.7513661202185793,2.2616508633000945,1.0,0.014636714423592805,2.685795646963475,0.5780301083000046,0.07696613490064372,0.627670853837824,0.4151718596497836
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'CHEESE', 'REFRGRATD JUICES/DRNKS'})",frozenset({'FLUID MILK PRODUCTS'}),0.027764526285659764,0.3322202079954203,0.020799542028432403,0.7491408934707905,2.2549528157574255,1.0,0.011575605330916202,2.6619714996346957,0.5724248453691783,0.061322081575246136,0.6243385775778476,0.405874295098405
"frozenset({'SOFT DRINKS', 'HOT DOGS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.026905829596412557,0.2938650892090449,0.020131666825684572,0.7482269503546098,2.5461580086580087,1.0,0.012224982811091436,2.804648518916187,0.6240417585777623,0.06696286893049826,0.6434490834571903,0.4083667219305517
"frozenset({'COLD CEREAL', 'LUNCHMEAT'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.026810418853162866,0.2938650892090449,0.02003625608243488,0.7473309608540925,2.5431090262051117,1.0,0.012157609954418315,2.794702956792371,0.6234967320261438,0.06664550936210727,0.6421802189855077,0.40775638951795534
"frozenset({'FLUID MILK PRODUCTS', 'BAG SNACKS', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.044175174124606434,0.2938650892090449,0.03301211716439271,0.7473002159827212,2.5430044038035398,1.0,0.020030575679440145,2.7943629375744616,0.6348070582777591,0.10822646230841415,0.6421366793291313,0.42981893916019176
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'SOFT DRINKS', 'REFRGRATD JUICES/DRNKS'})",frozenset({'FLUID MILK PRODUCTS'}),0.026905829596412557,0.3322202079954203,0.02003625608243488,0.7446808510638296,2.24152785755313,1.0,0.011097595777625365,2.6154708520179355,0.5691902567478603,0.059088351153629703,0.6176596656665235,0.40249550881738294
"frozenset({'FLUID MILK PRODUCTS', 'BAKED SWEET GOODS', 'SOFT DRINKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.027096651082911937,0.2938650892090449,0.020131666825684572,0.7429577464788732,2.528227318456192,1.0,0.012168907037938293,2.7471549954059076,0.6213011261094821,0.06692039327624486,0.6359870478104405,0.4057321199926834
"frozenset({'FLUID MILK PRODUCTS', 'BEEF', 'VEGETABLES - SHELF STABLE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.029195687434405114,0.2938650892090449,0.02165823871767961,0.7418300653594772,2.524389907478143,1.0,0.01307864542524876,2.735155477240915,0.6220251328621373,0.0718581829692941,0.6343900709407755,0.40776568203038793
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'REFRGRATD DOUGH PRODUCTS'})",frozenset({'FLUID MILK PRODUCTS'}),0.03577902871863372,0.3322202079954203,0.026524186623413798,0.7413333333333334,2.2314516561363202,1.0,0.014637670260635187,2.5816229072342005,0.5723389623943038,0.07767532830399554,0.6126467590608183,0.4105862531112388
"frozenset({'COLD CEREAL', 'CANNED JUICES'})",frozenset({'FLUID MILK PRODUCTS'}),0.028336990745157904,0.3322202079954203,0.020990363514931783,0.7407407407407408,2.2296679217988813,1.0,0.011576242555611124,2.575722054874808,0.5675864100549882,0.061815116605788145,0.6117593518650813,0.4019614100027656
"frozenset({'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'BAG SNACKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.029386508920904494,0.2938650892090449,0.0217536494609293,0.7402597402597403,2.519046213526733,1.0,0.013117980395345308,2.7186194065451774,0.621281651982113,0.07215189873417721,0.6321662393814805,0.40714285714285714
"frozenset({'FLUID MILK PRODUCTS', 'FROZEN PIZZA', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03091308081289953,0.2938650892090449,0.02280316763667589,0.7376543209876543,2.510180174763508,1.0,0.013718892385866753,2.691620130544346,0.6208134794191447,0.0755134281200632,0.628476548881449,0.4076258617925284
"frozenset({'SOUP', 'BAKED BREAD/BUNS/ROLLS', 'CHEESE'})",frozenset({'FLUID MILK PRODUCTS'}),0.032725884934643644,0.3322202079954203,0.02413891804217155,0.737609329446064,2.220242211925387,1.0,0.013266717742350047,2.5449829850841197,0.5681933195420976,0.07082866741321389,0.6070700645698239,0.4051343603002865
"frozenset({'CHEESE', 'CANNED JUICES'})",frozenset({'FLUID MILK PRODUCTS'}),0.038068886556626276,0.3322202079954203,0.028050758515408836,0.736842105263158,2.217932827473624,1.0,0.015403505105412395,2.5375632096174034,0.5708617904610763,0.08196264287705604,0.6059211466299698,0.41063816923123436
"frozenset({'EGGS', 'VEGETABLES - SHELF STABLE'})",frozenset({'FLUID MILK PRODUCTS'}),0.029291098177654806,0.3322202079954203,0.021562827974429922,0.7361563517915309,2.2158686740743927,1.0,0.011831733245435166,2.5309678536469873,0.5652670089121846,0.06342969407802414,0.6048942310511553,0.40053078933631686
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'CRACKERS/MISC BKD FD', 'CHEESE'})",frozenset({'FLUID MILK PRODUCTS'}),0.03358458162389085,0.3322202079954203,0.02471138250166969,0.7357954545454546,2.214782354707326,1.0,0.0135539058091415,2.5275106105979797,0.5675492707776251,0.07244755244755245,0.6043537875540662,0.40508899665813797
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.0662150558152848,0.3322202079954203,0.04865947905734186,0.7348703170028819,2.2119976428797257,1.0,0.02666149944195958,2.5186911720172738,0.5867731704922696,0.13911620294599017,0.602968394414517,0.44066893219472064
"frozenset({'SOFT DRINKS', 'BEEF', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.037782654326877205,0.2938650892090449,0.027764526285659764,0.7348484848484849,2.500632133018497,1.0,0.016661523201337486,2.6631373778401737,0.6236648283405486,0.0913657770800628,0.6245030360352614,0.4146645021645022
"frozenset({'VEGETABLES - SHELF STABLE', 'COLD CEREAL'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.029481919664154185,0.2938650892090449,0.02165823871767961,0.7346278317152103,2.499881267599714,1.0,0.012994531765519044,2.660923017492745,0.6182069289281624,0.07179000632511069,0.6241905558988136,0.4041645652082545
"frozenset({'FLUID MILK PRODUCTS', 'BEEF', 'TROPICAL FRUIT'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.027287472569411317,0.2938650892090449,0.02003625608243488,0.7342657342657342,2.4986490781945325,1.0,0.012017420521535458,2.6572971642922774,0.6166094490763446,0.06653992395437262,0.6236777679825914,0.40122377622377614
"frozenset({'DELI MEATS', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03444327831313806,0.2938650892090449,0.025283846961167828,0.7340720221606649,2.4979898909954317,1.0,0.01516216990702555,2.6553614874534883,0.6210698038630771,0.0834382871536524,0.6234034406520644,0.41005549159981297
"frozenset({'FLUID MILK PRODUCTS', 'MEAT - SHELF STABLE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03797347581337659,0.2938650892090449,0.027859937028909456,0.7336683417085427,2.4966161978724792,1.0,0.016700858171434036,2.651336740516982,0.6231198857700266,0.09165097300690522,0.6228317645517141,0.4142367682568687
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'BAG SNACKS', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.029004865947905734,0.3322202079954203,0.02127659574468085,0.7335526315789473,2.208031341636688,1.0,0.011640593146588324,2.5062352687579286,0.5634506896100456,0.06258770698849284,0.6009951609628442,0.39879814232594696
"frozenset({'SOFT DRINKS', 'BEEF', 'BAG SNACKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03358458162389085,0.2938650892090449,0.024615971758419997,0.7329545454545454,2.494187204840614,1.0,0.014746635683466862,2.644249878706555,0.6198864110340944,0.08128544423440455,0.6218209148640846,0.40836038961038956
"frozenset({'CRACKERS/MISC BKD FD', 'VEGETABLES - SHELF STABLE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.0321534204751455,0.2938650892090449,0.02356645358267341,0.7329376854599408,2.49412983159274,1.0,0.014117685806368846,2.644082943739466,0.6189602517273528,0.07791798107255521,0.6217970384144897,0.40656624532737295
"frozenset({'SOUP', 'EGGS'})",frozenset({'FLUID MILK PRODUCTS'}),0.029577330407403873,0.3322202079954203,0.02165823871767961,0.732258064516129,2.2041346278557,1.0,0.011832051857782626,2.494117295438791,0.5629579997028781,0.06367461430575036,0.5990565472486852,0.3987252413333086
"frozenset({'FLUID MILK PRODUCTS', 'DINNER MXS:DRY'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.040263333651369144,0.2938650892090449,0.029481919664154185,0.7322274881516588,2.491713085492707,1.0,0.01764993152884105,2.6370701978210898,0.623785362156159,0.09677419354838712,0.6207912854097468,0.4162760817381671
"frozenset({'SOUP', 'SOFT DRINKS', 'FLUID MILK PRODUCTS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.028146169258658524,0.2938650892090449,0.020608720541933023,0.7322033898305086,2.4916310807836237,1.0,0.01233754400184446,2.63683289472572,0.6159943568150913,0.06837606837606838,0.6207571583317877,0.40116662998018937
"frozenset({'CHEESES', 'BAKED BREAD/BUNS/ROLLS'})",frozenset({'DELI MEATS'}),0.034538689056387746,0.08291193588398053,0.025283846961167828,0.7320441988950277,8.82917750128744,1.0,0.022420177388607868,3.422534837216486,0.9184616273887904,0.2743271221532091,0.7078188981084879,0.5184962076178246
"frozenset({'DINNER MXS:DRY', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03520656425913558,0.2938650892090449,0.025760900677416276,0.7317073170731707,2.489942983845423,1.0,0.015414920530661427,2.631957394766287,0.620220200421941,0.08493236866939288,0.6200546399464805,0.4096848273677542
"frozenset({'DELI MEATS', 'FLUID MILK PRODUCTS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.04579715675985116,0.2938650892090449,0.03348917088064116,0.7312500000000001,2.48838676948052,1.0,0.020030985323886887,2.6274787378268103,0.6268407347299458,0.10937986911810536,0.6194070058100257,0.4226055194805195
"frozenset({'SOFT DRINKS', 'BAG SNACKS', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.04436599561110581,0.2938650892090449,0.03243965270489457,0.7311827956989247,2.488158078480659,1.0,0.019402035446788868,2.626821868142353,0.625863324563052,0.1060842433697348,0.6193118337684678,0.42078620304426756
"frozenset({'BEEF', 'COLD CEREAL'})",frozenset({'FLUID MILK PRODUCTS'}),0.03930922621887224,0.3322202079954203,0.028718633718156663,0.7305825242718447,2.199091165104309,1.0,0.015659314407583898,2.4786060748278094,0.5675777335719085,0.08377400500974115,0.5965474263313622,0.40851354817842667
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'CHEESE', 'VEGETABLES - SHELF STABLE'})",frozenset({'FLUID MILK PRODUCTS'}),0.03387081385363992,0.3322202079954203,0.02471138250166969,0.7295774647887324,2.1960658841041654,1.0,0.01345881367823927,2.4693940225169357,0.5637343983186368,0.07238680827277809,0.5950423501144027,0.4019800017797769
"frozenset({'BAKED SWEET GOODS', 'BAG SNACKS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.034538689056387746,0.2938650892090449,0.025188436217918136,0.7292817679558011,2.4816890292028417,1.0,0.015038721277199288,2.608375894962508,0.6184076160358403,0.0830711139081183,0.6166196743608636,0.40749802683504344
"frozenset({'FLUID MILK PRODUCTS', 'SOFT DRINKS', 'EGGS'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03415704608338899,0.2938650892090449,0.02490220398816907,0.729050279329609,2.4809012914459845,1.0,0.014864640593756506,2.60614740271301,0.6180307883530658,0.0821529745042493,0.6162918494329997,0.4068952695349344
"frozenset({'FLUID MILK PRODUCTS', 'BEEF', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.04675126419234806,0.2938650892090449,0.0340616353401393,0.7285714285714285,2.4792717996289424,1.0,0.020323070917619306,2.6015496713350976,0.625918228366314,0.11111111111111112,0.6156137201536471,0.42224025974025975
"frozenset({'FLUID MILK PRODUCTS', 'CHEESE', 'LUNCHMEAT'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03196259898864612,0.2938650892090449,0.02328022135292434,0.728358208955224,2.478546229889514,1.0,0.013887529349772918,2.5995076386260445,0.616234129253877,0.07694733522548093,0.6153117670665723,0.4037894940880016
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'EGGS'})",frozenset({'FLUID MILK PRODUCTS'}),0.06793244919377922,0.3322202079954203,0.04942276500333938,0.7275280898876405,2.1898971597106147,1.0,0.026854232602543722,2.4508206799343344,0.5829594126246802,0.14091403699673558,0.5919734119320418,0.4381465837146416
"frozenset({'FLUID MILK PRODUCTS', 'SOFT DRINKS', 'CRACKERS/MISC BKD FD'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.027955347772159144,0.2938650892090449,0.020322488312183952,0.726962457337884,2.4737965958955725,1.0,0.01210738754524853,2.5862191107718737,0.612896789189528,0.06740506329113925,0.6133351594863345,0.3980591507468641
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'FROZEN PIZZA', 'BAG SNACKS'})",frozenset({'FLUID MILK PRODUCTS'}),0.028623222974906975,0.3322202079954203,0.020799542028432403,0.7266666666666667,2.187304231284702,1.0,0.011290328938209516,2.443096800016755,0.5588112052582207,0.06116722783389451,0.5906834309663286,0.3946371816963431
"frozenset({'BAG SNACKS', 'EGGS'})",frozenset({'FLUID MILK PRODUCTS'}),0.03787806507012689,0.3322202079954203,0.027478294055910697,0.7254408060453401,2.183614327444345,1.0,0.014894435399849077,2.432188783723103,0.5633835503988718,0.08020050125313283,0.5888477051237619,0.40407594581416917
"frozenset({'SOUP', 'SOFT DRINKS', 'BAKED BREAD/BUNS/ROLLS'})",frozenset({'FLUID MILK PRODUCTS'}),0.028432401488407595,0.3322202079954203,0.020608720541933023,0.7248322147651007,2.181782436230046,1.0,0.011162902205644955,2.426809488016644,0.5575105204389306,0.06060606060606061,0.5879363398989885,0.3934327644761747
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'FROZEN PIZZA', 'CHEESE'})",frozenset({'FLUID MILK PRODUCTS'}),0.03148554527239767,0.3322202079954203,0.02280316763667589,0.7242424242424242,2.180007136267906,1.0,0.012343033237430712,2.421619025950674,0.5588826296149894,0.06689056815001398,0.58705312880195,0.3964405688127687
"frozenset({'COOKIES/CONES', 'BEEF'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.027669115542410076,0.2938650892090449,0.02003625608243488,0.7241379310344827,2.4641849529780564,1.0,0.011905268975229172,2.5597390516172114,0.6110947568115657,0.06645569620253164,0.6093351783775722,0.3961598746081504
"frozenset({'DELI MEATS', 'CHEESES'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.034920332029386505,0.2938650892090449,0.025283846961167828,0.7240437158469947,2.4638643460364777,1.0,0.015021980474142695,2.5588651222721754,0.6156315578395621,0.08330713612071676,0.609201754599696,0.40504133844297785
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'MARGARINES'})",frozenset({'FLUID MILK PRODUCTS'}),0.03282129567789333,0.3322202079954203,0.02375727506917279,0.7238372093023256,2.178787418350854,1.0,0.012853377392383878,2.418065773153426,0.5593889813966332,0.06961140620631814,0.5864463195738927,0.39767391768964644
"frozenset({'BEEF', 'MEAT - SHELF STABLE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.028623222974906975,0.2938650892090449,0.02070413128518271,0.7233333333333333,2.46144696969697,1.0,0.012292765312211289,2.5522948582805602,0.6112302803134237,0.06860575403098325,0.6081957393145069,0.39689393939393935
"frozenset({'FLUID MILK PRODUCTS', 'SOFT DRINKS', 'CHEESE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.05228508730083007,0.2938650892090449,0.037782654326877205,0.7226277372262774,2.4590458811261735,1.0,0.022417892482916077,2.5458021783779174,0.6260724632817657,0.12252475247524752,0.6071965023467927,0.42559958289885297
"frozenset({'BAKED BREAD/BUNS/ROLLS', 'BAKED SWEET GOODS', 'SOFT DRINKS'})",frozenset({'FLUID MILK PRODUCTS'}),0.027859937028909456,0.3322202079954203,0.020131666825684572,0.7226027397260274,2.1750716011109974,1.0,0.010876032751200962,2.4073049292016946,0.5557275548996014,0.05921975863036767,0.584597701824331,0.3916000487831745
"frozenset({'FLUID MILK PRODUCTS', 'PASTA SAUCE'})",frozenset({'BAKED BREAD/BUNS/ROLLS'}),0.03301211716439271,0.2938650892090449,0.02385268581242248,0.7225433526011561,2.458758726822311,1.0,0.014151577056928773,2.545027907642401,0.6135451406018747,0.07871536523929472,0.6070770002179052,0.4018560918849936
